PolicyID,Line,Construction,County,Latitude,Longitude,TIV-2020,TIV-2021,Growth Rate
227898,Residential,Wood,Columbia,30.17509,-82.66252,67892.48,86628.09,27.60%
525138,Residential,Wood,Columbia,30.17501,-82.66205,86056.32,125938.17,46.34%
923627,Residential,Wood,Columbia,30.174776,-82.662277,67892.48,64169.8,-5.48%
619743,Residential,Wood,Columbia,30.17476,-82.66251,67892.48,80898.23,19.16%
910727,Residential,Wood,Columbia,30.1745,-82.66205,86056.32,91244.65,6.03%
363647,Residential,Wood,Columbia,30.17447,-82.66251,67892.48,92333.77,36.00%
512519,Residential,Wood,Columbia,30.17417,-82.66218,101009.36,98181.1,-2.80%
904304,Residential,Wood,Columbia,30.17451,-82.66351,67892.48,66272.56,-2.39%
835349,Residential,Wood,Columbia,30.17475,-82.66314,67892.48,99945.87,47.21%
891725,Residential,Wood,Columbia,30.17514,-82.66341,86056.32,139415.11,62.00%
923503,Residential,Wood,Columbia,30.17474,-82.66348,86056.32,106664.4,23.95%
292347,Residential,Wood,Columbia,30.17664,-82.66314,132603.34,115117.07,-13.19%
363828,Residential,Wood,Columbia,30.17638,-82.66314,132603.34,216561.94,63.32%
110490,Residential,Wood,Columbia,30.17623,-82.66406,91764.15,70364.02,-23.32%
480733,Residential,Masonry,Columbia,30.17698,-82.67019,457854.5,345588.57,-24.52%
993346,Residential,Masonry,Columbia,30.174486,-82.671326,385480.82,558330.42,44.84%
934992,Residential,Wood,St  Johns,29.7917,-81.4271,213596.46,190329.82,-10.89%
645841,Residential,Masonry,St  Johns,29.7917,-81.4271,1051338.42,1069841.98,1.76%
747846,Residential,Wood,St  Johns,29.7917,-81.4271,6472.62,9957.87,53.85%
482457,Residential,Wood,St  Johns,29.776566,-81.47171,159041.52,249984.64,57.18%
574787,Residential,Wood,St  Johns,29.776566,-81.47171,12945.24,19024.97,46.96%
831418,Residential,Wood,St  Johns,29.776566,-81.47171,29589.12,35207.53,18.99%
968562,Residential,Wood,St  Johns,29.776566,-81.47171,12945.24,16859.05,30.23%
576324,Residential,Wood,St  Johns,29.7255,-81.466309,29061,40749.33,40.22%
290435,Residential,Wood,St  Johns,29.7255,-81.466309,48087,68008.1,41.43%
526086,Residential,Wood,St  Johns,29.7255,-81.466309,128628,133425.18,3.73%
119823,Residential,Wood,St  Johns,29.7255,-81.466309,128628,168246.71,30.80%
497414,Residential,Wood,St  Johns,29.7255,-81.466309,128628,176279.14,37.05%
340883,Residential,Wood,St  Johns,29.7255,-81.466309,4968,5265.92,6.00%
892551,Residential,Wood,St  Johns,29.7255,-81.466309,157005,131774.3,-16.07%
670595,Residential,Wood,St  Johns,29.7255,-81.466309,459,847.36,84.61%
194101,Residential,Wood,St  Johns,29.7255,-81.466309,459,428.69,-6.60%
167200,Residential,Wood,St  Johns,29.7255,-81.466309,1062,1602.72,50.92%
139064,Residential,Wood,St  Johns,29.7255,-81.466309,2304,2474.16,7.39%
846636,Residential,Wood,St  Johns,29.7255,-81.466309,1476,1935.04,31.10%
310177,Residential,Wood,Nassau,30.57332,-81.45291,185040,313975.87,69.68%
865452,Residential,Wood,Nassau,30.67464,-81.46114,11095.92,11961.62,7.80%
783429,Residential,Wood,Nassau,30.67464,-81.46114,8321.94,9646.79,15.92%
878060,Residential,Wood,Nassau,30.67423,-81.46052,199726.56,277743.75,39.06%
935342,Residential,Wood,Nassau,30.67423,-81.46052,118356.48,182860.76,54.50%
456376,Residential,Wood,Nassau,30.67423,-81.46052,17568.54,29936.79,70.40%
363001,Residential,Wood,Nassau,30.67453,-81.46016,147945.6,238338.59,61.10%
478864,Residential,Masonry,Nassau,30.67513,-81.44708,724933.44,767347.85,5.85%
600402,Commercial,Reinforced Masonry,Nassau,30.64687,-81.45801,8284485.6,8073943.68,-2.54%
483983,Residential,Masonry,Nassau,30.650143,-81.454407,438498,636264.11,45.10%
991615,Residential,Wood,Nassau,30.6202,-81.4719,99960.9,88679.21,-11.29%
644573,Residential,Masonry,Nassau,30.576765,-81.453979,669692.78,841130.78,25.60%
853278,Residential,Wood,Nassau,30.576765,-81.453979,240539.39,412765.59,71.60%
100658,Residential,Wood,Nassau,30.6202,-81.4719,331518.28,464703.76,40.17%
433115,Residential,Wood,Nassau,30.576765,-81.453979,5919.86,9839.94,66.22%
760337,Residential,Wood,Nassau,30.61988,-81.46815,77426.73,73196.13,-5.46%
884738,Residential,Masonry,Nassau,30.576765,-81.453979,765763.8,735948.78,-3.89%
610102,Commercial,Reinforced Masonry,Nassau,30.671095,-81.462097,7532014.45,10710000,42.19%
830823,Residential,Masonry,Nassau,30.67,-81.462,963962.79,977226.92,1.38%
618364,Residential,Wood,Nassau,30.596535,-81.546837,121066.57,115414.7,-4.67%
712563,Residential,Wood,Nassau,30.596535,-81.546837,70964.84,72362.85,1.97%
493030,Residential,Masonry,Nassau,30.57326,-81.45367,755749,658571.77,-12.86%
188150,Commercial,Reinforced Masonry,Nassau,30.65372,-81.45105,2162232,2520816.55,16.58%
589642,Residential,Masonry,Nassau,30.63945,-81.455553,615141.68,895926.17,45.65%
846109,Residential,Wood,Nassau,30.570326,-81.451576,135000,138827.52,2.84%
399079,Residential,Wood,Nassau,30.5708,-81.44959,161748,235301.93,45.47%
680135,Residential,Wood,Nassau,30.5708,-81.44959,164484,194814.85,18.44%
621379,Residential,Wood,Nassau,30.571087,-81.448578,170532,178465.15,4.65%
606710,Residential,Wood,Nassau,30.570854,-81.448212,181980,181216.05,-0.42%
443319,Residential,Wood,Nassau,30.571154,-81.448433,181980,151151.13,-16.94%
228591,Residential,Wood,Nassau,30.5708,-81.44959,186012,176389.97,-5.17%
721610,Residential,Wood,Nassau,30.571323,-81.450188,192348,210005.55,9.18%
507395,Residential,Wood,Nassau,30.570711,-81.448067,197604,203450.71,2.96%
213399,Residential,Wood,Nassau,30.571777,-81.449326,198468,202538.58,2.05%
579400,Residential,Wood,Nassau,30.5716,-81.45134,198612,226675.88,14.13%
509951,Residential,Wood,Nassau,30.57098,-81.44838,200052,335395.98,67.65%
930798,Residential,Wood,Nassau,30.571613,-81.450577,201276,216909.11,7.77%
729247,Residential,Wood,Nassau,30.5708,-81.44959,207324,252344.61,21.72%
288344,Residential,Wood,Nassau,30.5708,-81.44959,208836,310058.81,48.47%
275351,Residential,Wood,Nassau,30.57164,-81.450279,212436,225030.91,5.93%
976690,Residential,Wood,Nassau,30.571306,-81.45015,218052,332681.94,52.57%
507111,Residential,Wood,Nassau,30.571608,-81.450661,218412,222125,1.70%
547458,Residential,Wood,Nassau,30.571609,-81.450615,221076,277280.37,25.42%
827732,Residential,Wood,Nassau,30.571665,-81.450089,226764,303833.37,33.99%
229489,Residential,Wood,Nassau,30.571615,-81.450531,237132,282225.02,19.02%
175251,Residential,Wood,Nassau,30.571812,-81.448822,239652,178583.88,-25.48%
590043,Residential,Wood,Nassau,30.571596,-81.450874,245052,241166.46,-1.59%
476037,Residential,Wood,Nassau,30.5708,-81.44959,245052,306551.23,25.10%
674960,Residential,Wood,Nassau,30.57086,-81.448174,257868,338372.33,31.22%
743790,Commercial,Reinforced Masonry,Nassau,30.570326,-81.451576,6381518.4,8757880.98,37.24%
817283,Commercial,Reinforced Concrete,Nassau,30.570221,-81.451309,15390000,11790000,-23.39%
201980,Residential,Wood,Nassau,30.64448,-81.45489,235696.5,353171.41,49.84%
351505,Residential,Wood,Nassau,30.653568,-81.449318,18000,16830,-6.50%
798806,Residential,Masonry,Nassau,30.65118,-81.44969,1772074.8,1768133.71,-0.22%
153643,Residential,Wood,Nassau,30.65118,-81.44969,95922,150073.42,56.45%
683653,Residential,Wood,Nassau,30.65118,-81.44969,20763,20966.31,0.98%
475264,Commercial,Reinforced Concrete,Nassau,30.639568,-81.442482,16560000,20610000,24.46%
912944,Residential,Masonry,Nassau,30.59491,-81.539909,582759.1,1020490.44,75.11%
945134,Residential,Wood,Nassau,30.59491,-81.539909,2244.53,2937.46,30.87%
219959,Residential,Wood,Nassau,30.59491,-81.539909,196396.18,190425.74,-3.04%
793504,Residential,Wood,Nassau,30.6119,-81.455986,21500.33,19687.96,-8.43%
450423,Residential,Wood,Nassau,30.596535,-81.546837,74091.86,110035.31,48.51%
505178,Residential,Wood,Nassau,30.596535,-81.546837,86863.23,123807.2,42.53%
408688,Residential,Masonry,Nassau,30.66665,-81.45235,796134.02,838972.4,5.38%
477759,Residential,Wood,Nassau,30.657654,-81.463341,298522.2,227585.86,-23.76%
882441,Residential,Wood,Nassau,30.65838,-81.46358,23118.64,23505.92,1.68%
727602,Residential,Wood,Nassau,30.617165,-81.461609,63407.91,78862,24.37%
313226,Residential,Wood,Nassau,30.617874,-81.457794,285728.39,288837.12,1.09%
337027,Residential,Wood,Nassau,30.663744,-81.453941,9016.27,9045.12,0.32%
649251,Residential,Wood,Nassau,30.67024,-81.454628,80915.23,98214.9,21.38%
142564,Residential,Wood,Nassau,30.61945,-81.465965,28898.3,36004.04,24.59%
197782,Residential,Masonry,Nassau,30.610081,-81.446259,1505741.49,2197471.6,45.94%
709787,Residential,Wood,Nassau,30.610081,-81.446259,53078.59,62305.99,17.38%
655065,Residential,Wood,Nassau,30.67044,-81.46572,162952.72,185883.43,14.07%
176778,Commercial,Reinforced Masonry,Nassau,30.671413,-81.464905,2261249.55,1825782.64,-19.26%
559179,Residential,Masonry,Nassau,30.65501,-81.45117,1363101.75,1619364.87,18.80%
698071,Residential,Wood,Nassau,30.665545,-81.43205,295716.54,247758.41,-16.22%
642950,Residential,Masonry,Nassau,30.63862,-81.43702,392231.24,344336.66,-12.21%
477240,Residential,Wood,Nassau,30.66665,-81.45235,192917.17,238214.12,23.48%
672348,Residential,Wood,Nassau,30.63833,-81.44564,168339.59,269983.03,60.38%
922844,Residential,Wood,Nassau,30.617874,-81.457794,316029.52,337216.14,6.70%
948580,Residential,Wood,Nassau,30.67069,-81.458395,151505.63,185310.32,22.31%
364552,Residential,Wood,Nassau,30.65838,-81.46358,280565.98,329505.66,17.44%
561601,Residential,Masonry,Nassau,30.671312,-81.46492,460128.2,792672.06,72.27%
584749,Residential,Wood,Nassau,30.626793,-81.485847,324000,506745.07,56.40%
601327,Residential,Wood,Columbia,29.925,-82.7109,212850,340143.88,59.80%
302578,Residential,Wood,Columbia,29.9248,-82.71114,135000,150719.13,11.64%
756585,Residential,Wood,Columbia,29.90334,-82.63364,94284,100714.17,6.82%
627591,Residential,Wood,Columbia,29.919149,-82.639236,6300,9566.42,51.85%
663563,Residential,Masonry,Columbia,29.9301,-82.7088,1248407.1,1417531.31,13.55%
108959,Residential,Wood,Columbia,30.041415,-82.70641,114170.34,136068.22,19.18%
951069,Residential,Masonry,Columbia,29.92143,-82.71411,498344.66,434656.21,-12.78%
490641,Residential,Wood,Baker,30.265605,-82.16215,910.22,1346.55,47.94%
443968,Residential,Wood,Baker,30.27125,-82.160875,3195.34,4551.39,42.44%
433688,Residential,Wood,Clay,29.980408,-81.658165,172157.99,171582.99,-0.33%
168578,Residential,Masonry,Clay,30.0517,-81.82975,945000,750524.67,-20.58%
294375,Residential,Wood,Clay,30.0517,-81.82975,76500,121368.78,58.65%
902110,Residential,Wood,Clay,30.0517,-81.82975,76500,94517.28,23.55%
279816,Residential,Masonry,Clay,29.98839,-81.70777,431726.4,640896.11,48.45%
994565,Residential,Wood,Clay,29.9826,-81.7238,11767.98,14137.95,20.14%
930535,Residential,Wood,Clay,29.9826,-81.7238,15981.99,25400.89,58.93%
844642,Residential,Wood,Clay,29.9826,-81.7238,35302.09,47059.67,33.31%
292887,Residential,Wood,Clay,29.9826,-81.7238,26396.15,28938.78,9.63%
655128,Residential,Wood,Clay,29.9826,-81.7238,7536.5,10216,35.55%
164038,Residential,Wood,Clay,29.9826,-81.7238,13198.07,16695.56,26.50%
163057,Residential,Wood,Clay,29.9826,-81.7238,29410.75,25890.52,-11.97%
327730,Residential,Wood,Clay,29.9826,-81.7238,13198.07,11239.53,-14.84%
218187,Residential,Wood,Clay,29.9826,-81.7238,25780.36,35155,36.36%
697530,Residential,Wood,Clay,29.9826,-81.7238,9806.65,16990.72,73.26%
619053,Residential,Wood,Clay,29.9826,-81.7238,15992.1,23431.62,46.52%
431406,Residential,Wood,Clay,29.9826,-81.7238,9806.65,7026.15,-28.35%
256801,Residential,Wood,Clay,29.9826,-81.7238,13198.07,22117.33,67.58%
571398,Residential,Wood,Clay,29.9826,-81.7238,304842.43,250185.41,-17.93%
239669,Residential,Wood,Clay,29.9826,-81.7238,13198.07,13200.19,0.02%
530369,Residential,Wood,Clay,29.9826,-81.7238,48252.01,36139.79,-25.10%
948187,Residential,Wood,Clay,29.9826,-81.7238,9806.65,13926.22,42.01%
571059,Residential,Wood,Clay,29.9826,-81.7238,9190.86,14678.43,59.71%
470539,Residential,Wood,Clay,29.993125,-81.67742,68931.45,85159.98,23.54%
791046,Residential,Wood,Clay,29.993125,-81.67742,68931.45,99578.92,44.46%
563971,Residential,Wood,Clay,29.993125,-81.67742,27572.58,30033.98,8.93%
823903,Residential,Wood,Clay,29.993125,-81.67742,13786.29,22316.42,61.87%
812504,Residential,Wood,Clay,29.9826,-81.7238,9190.86,10540.08,14.68%
597719,Residential,Wood,Clay,29.995916,-81.689049,102937.63,94857.02,-7.85%
716513,Residential,Wood,Clay,30.004622,-81.683899,19605.94,18479.62,-5.74%
378286,Residential,Wood,Clay,29.9826,-81.7238,13198.07,16161.17,22.45%
698982,Residential,Wood,Clay,29.9826,-81.7238,9806.65,12391.68,26.36%
624550,Residential,Wood,Clay,29.9826,-81.7238,9806.65,13533.17,38.00%
666076,Residential,Wood,Clay,29.9826,-81.7238,11764.3,11058.82,-6.00%
474145,Residential,Wood,Clay,29.9826,-81.7238,7619.22,6304.92,-17.25%
572929,Residential,Wood,Clay,29.9826,-81.7238,13198.07,18039.84,36.69%
640205,Residential,Wood,Clay,29.9826,-81.7238,6433.6,8588.09,33.49%
295930,Residential,Wood,Clay,30.0156,-81.70065,6617.42,5824.75,-11.98%
823004,Residential,Wood,Clay,29.9826,-81.7238,9806.65,9970.77,1.67%
230536,Residential,Wood,Clay,30.004385,-81.683762,8712.94,10813.94,24.11%
936142,Residential,Wood,Clay,30.00421,-81.684,301000.66,321265.52,6.73%
724639,Residential,Wood,Clay,29.9826,-81.7238,57442.87,86664.06,50.87%
119986,Residential,Wood,Clay,29.9826,-81.7238,18381.72,15298.37,-16.77%
603370,Residential,Wood,Clay,29.9826,-81.7238,3032.98,4916.61,62.10%
532496,Residential,Wood,Clay,29.9826,-81.7238,3032.98,4227.37,39.38%
786954,Residential,Wood,Clay,30.00169,-81.71087,9007.04,7864.77,-12.68%
416348,Residential,Wood,Clay,29.9826,-81.7238,18381.72,27063.92,47.23%
506364,Residential,Masonry,Clay,30.006186,-81.698914,652150.86,614169.6,-5.82%
311994,Residential,Wood,Clay,30.006186,-81.698914,75824.59,85602.93,12.90%
807442,Residential,Wood,Clay,30.006186,-81.698914,91908.6,94516.04,2.84%
235695,Residential,Wood,Clay,30.006186,-81.698914,45954.3,41626.05,-9.42%
481294,Residential,Wood,Clay,30.006186,-81.698914,64336.02,69354.23,7.80%
292670,Residential,Wood,Clay,30.006186,-81.698914,234366.92,184597.7,-21.24%
127739,Residential,Wood,Clay,30.006186,-81.698914,13786.29,17192.67,24.71%
869056,Residential,Wood,Clay,29.9994,-81.71524,22977.15,22060.5,-3.99%
514471,Residential,Wood,Clay,29.9826,-81.7238,18381.72,27269.28,48.35%
903764,Residential,Wood,Clay,29.99534,-81.684074,91908.6,130879.31,42.40%
192068,Residential,Wood,Clay,29.98799,-81.69477,43840.4,39041.19,-10.95%
109815,Residential,Wood,Clay,30.00593,-81.698545,38601.61,63272.13,63.91%
495339,Residential,Masonry,Clay,29.98272,-81.676795,413588.69,420116.77,1.58%
752123,Residential,Wood,Clay,29.9826,-81.7238,13786.29,18320.32,32.89%
412775,Residential,Wood,Clay,30.00228,-81.699965,22977.15,28403.71,23.62%
249958,Residential,Wood,Clay,29.96809,-81.65459,25274.86,38878,53.82%
754919,Residential,Wood,Clay,29.989515,-81.687235,27572.58,24486.1,-11.19%
829637,Residential,Wood,Clay,29.989515,-81.687235,137862.9,127544.55,-7.48%
931429,Residential,Wood,Clay,29.989515,-81.687235,91908.6,97127.17,5.68%
565451,Residential,Wood,Clay,30.00414,-81.700315,22977.15,31074.07,35.24%
722334,Residential,Wood,Clay,30.00421,-81.684,27572.58,36234.34,31.41%
630898,Residential,Wood,Clay,29.9817,-81.81295,77254.74,114400.37,48.08%
166536,Residential,Wood,Clay,29.9817,-81.81295,212887.5,184477.66,-13.35%
469135,Residential,Masonry,Clay,29.98782,-81.69136,653122.95,1049829.83,60.74%
678786,Residential,Masonry,Clay,30.031706,-81.708595,635702.59,803088.17,26.33%
284473,Residential,Masonry,Clay,29.839308,-81.661644,781465.69,1174149.07,50.25%
499389,Residential,Masonry,Clay,29.986181,-81.695091,638884.47,926230.42,44.98%
541241,Commercial,Reinforced Masonry,Clay,29.98,-81.69609,1939500,3345521.13,72.49%
797586,Commercial,Reinforced Masonry,Clay,29.99665,-81.68111,6760449.39,6739694.81,-0.31%
812823,Residential,Wood,Clay,30.026604,-81.70697,162366.3,168942.46,4.05%
598244,Residential,Masonry,Clay,29.981771,-81.675621,648862.42,981993.57,51.34%
788363,Residential,Wood,Clay,29.997179,-81.736023,240578.59,192335.37,-20.05%
737787,Residential,Wood,Clay,30.005896,-81.730293,13467.17,14335.1,6.44%
445518,Residential,Wood,Clay,29.892822,-81.670074,19639.62,24001.58,22.21%
758347,Residential,Masonry,Clay,29.983204,-81.755379,604316.67,622958.63,3.08%
195133,Residential,Wood,Clay,29.983204,-81.755379,171459.48,160656.16,-6.30%
991548,Residential,Masonry,Clay,29.99319,-81.68175,822091.98,885491.72,7.71%
696936,Residential,Wood,Clay,30.00093,-81.679455,85444.69,124562.37,45.78%
393176,Residential,Wood,Clay,30.00135,-81.742455,26934.33,34616.01,28.52%
626647,Residential,Wood,Clay,30.00135,-81.742455,162728.27,266906.9,64.02%
